tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,title,studio,domestic_gross,foreign_gross,year
tt3826814,The Tree,Drevo,2014,90.0,Drama,6.7,107.0,The Tree,Zeit.,71200.0,2100000,2011
tt6206204,The Tree,The Tree,2017,95.0,"Drama,Family",6.7,45.0,The Tree,Zeit.,71200.0,2100000,2011
tt1496025,Underworld Awakening,Underworld Awakening,2012,88.0,"Action,Fantasy,Horror",6.4,138350.0,Underworld Awakening,SGem,62300000.0,97800000,2012
tt1496422,The Paperboy,The Paperboy,2012,107.0,"Crime,Drama,Mystery",5.8,33940.0,The Paperboy,MNE,693000.0,661000,2012
tt1497874,Cold Weather,Cold Weather,2010,96.0,"Comedy,Drama,Mystery",6.2,2063.0,Cold Weather,IFC,141000.0,,2011
tt1499201,Anjaana Anjaani,Anjaana Anjaani,2010,151.0,"Comedy,Drama,Musical",5.8,5533.0,Anjaana Anjaani,Eros,855000.0,761000,2010
tt1499658,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",6.9,398695.0,Horrible Bosses,WB (NL),117500000.0,92100000,2011
tt1502404,Drive Angry,Drive Angry,2011,104.0,"Action,Fantasy,Thriller",5.4,90203.0,Drive Angry,Sum.,10700000.0,18200000,2011
tt1502712,Fantastic Four,Fantastic Four,2015,100.0,"Action,Adventure,Drama",4.3,140148.0,Fantastic Four,Fox,56100000.0,111900000,2015
tt1504319,Road to Nowhere,Road to Nowhere,2010,121.0,"Romance,Thriller",5.5,1552.0,Road to Nowhere,Mont.,40300.0,121000,2011
tt1504320,The King's Speech,The King's Speech,2010,118.0,"Biography,Drama,History",8.0,593629.0,The King's Speech,Wein.,135500000.0,275400000,2010
tt1506999,Haywire,Haywire,2011,93.0,"Action,Drama,Thriller",5.8,78681.0,Haywire,Rela.,18900000.0,14400000,2012
tt1508290,Caterpillar,Kyatapirâ,2010,85.0,"Drama,War",6.7,962.0,Caterpillar,Lorb.,4200.0,248000,2011
tt1508675,Le Havre,Le Havre,2011,93.0,"Comedy,Drama",7.2,18490.0,Le Havre,Jan.,612000.0,9900000,2011
tt1512235,Super,Super,2010,96.0,"Action,Comedy,Drama",6.8,70604.0,Super,IFC,328000.0,,2011
tt1807022,Super,Super,2010,140.0,Drama,8.1,1869.0,Super,IFC,328000.0,,2011
tt7456902,Super,Super,2016,92.0,Adventure,,,Super,IFC,328000.0,,2011
tt1515091,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,2011,129.0,"Action,Adventure,Crime",7.5,394189.0,Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000,2011
tt1517471,Dough,Dough,2015,94.0,"Comedy,Drama",6.2,1517.0,Dough,Men.,1100000.0,,2016
tt1518812,Meek's Cutoff,Meek's Cutoff,2010,104.0,"Drama,Western",6.6,10439.0,Meek's Cutoff,Osci.,978000.0,,2011
tt1521197,Anonymous,Anonymous,2011,130.0,"Drama,Thriller",6.9,37932.0,Anonymous,Sony,4500000.0,10900000,2011
tt7632298,Anonymous,Anonymous,2017,60.0,"Action,Comedy,Mystery",,,Anonymous,Sony,4500000.0,10900000,2011
tt1521848,Potiche,Potiche,2010,103.0,Comedy,6.4,9543.0,Potiche,MBox,1600000.0,21600000,2011
tt1523483,Kaboom,Kaboom,2010,86.0,"Comedy,Mystery,Romance",5.7,11858.0,Kaboom,IFC,119000.0,421000,2011
tt1524137,Contraband,Contraband,2012,109.0,"Action,Crime,Drama",6.5,111709.0,Contraband,Uni.,66500000.0,29700000,2012
tt1524575,The Vatican Tapes,The Vatican Tapes,2015,91.0,"Horror,Thriller",5.0,14822.0,The Vatican Tapes,LGF,1800000.0,,2015
tt1524930,Vacation,Vacation,2015,99.0,"Adventure,Comedy",6.1,87582.0,Vacation,WB (NL),58900000.0,46000000,2015
tt1527186,Melancholia,Melancholia,2011,135.0,"Drama,Sci-Fi",7.2,153434.0,Melancholia,Magn.,3000000.0,12900000,2011
tt5797456,Melancholia,Melancholy,2017,75.0,"Drama,Mystery,Romance",3.3,26.0,Melancholia,Magn.,3000000.0,12900000,2011
tt1527835,Archipelago,Archipelago,2010,114.0,Drama,6.3,1991.0,Archipelago,KL,7800.0,492000,2014
tt8045226,Archipelago,Archipelago,2017,61.0,Documentary,6.1,46.0,Archipelago,KL,7800.0,492000,2014
tt1528071,Horns,Horns,2013,120.0,"Crime,Drama,Fantasy",6.5,70040.0,Horns,RTWC,174000.0,3700000,2014
tt1528100,Exodus: Gods and Kings,Exodus: Gods and Kings,2014,150.0,"Action,Adventure,Drama",6.0,150858.0,Exodus: Gods and Kings,Fox,65000000.0,203200000,2014
tt1528854,Daddy's Home,Daddy's Home,2015,96.0,Comedy,6.2,96909.0,Daddy's Home,Par.,150400000.0,92400000,2015
tt1617630,Daddy's Home,Daddy's Home,2010,90.0,"Drama,Thriller",5.5,105.0,Daddy's Home,Par.,150400000.0,92400000,2015
tt1529567,Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World,2010,41.0,Documentary,6.9,364.0,Sea Rex 3D: Journey to a Prehistoric World,3D,6100000.0,9900000,2010
tt1530983,Red Hill,Red Hill,2010,95.0,"Thriller,Western",6.4,7874.0,Red Hill,Strand,21100.0,300000,2010
tt1531663,Everything Must Go,Everything Must Go,2010,97.0,"Comedy,Drama",6.4,45799.0,Everything Must Go,RAtt.,2700000.0,,2011
tt1531901,Byzantium,Byzantium,2012,118.0,"Drama,Fantasy,Horror",6.5,38237.0,Byzantium,IFC,89200.0,,2013
tt1532503,Beginners,Beginners,2010,105.0,"Comedy,Drama,Romance",7.2,83770.0,Beginners,Focus,5800000.0,8500000,2011
tt1532958,Battle of the Year,Battle of the Year,2013,110.0,"Drama,Music",5.1,8769.0,Battle of the Year,SGem,8900000.0,7700000,2013
tt1533117,Let the Bullets Fly,Rang zi dan fei,2010,132.0,"Action,Comedy,Western",7.4,8234.0,Let the Bullets Fly,Vari.,63000.0,104300000,2012
tt1533749,Shaolin,Xin Shao Lin si,2011,131.0,"Action,Drama",6.9,17777.0,Shaolin,Vari.,66100.0,33600000,2011
tt1535108,Elysium,Elysium,2013,109.0,"Action,Drama,Sci-Fi",6.6,395572.0,Elysium,TriS,93100000.0,193100000,2013
tt1535109,Captain Phillips,Captain Phillips,2013,134.0,"Biography,Drama,Thriller",7.8,387402.0,Captain Phillips,Sony,107100000.0,111700000,2013
tt1535438,Hope Springs,Hope Springs,2012,100.0,"Comedy,Drama,Romance",6.3,38667.0,Hope Springs,Sony,63500000.0,50700000,2012
tt1535612,The Son of No One,The Son of No One,2011,90.0,"Action,Crime,Drama",5.1,15743.0,The Son of No One,Anch.,30700.0,,2011
tt1535970,The Ledge,The Ledge,2011,101.0,"Drama,Romance,Thriller",6.5,17757.0,The Ledge,IFC,9200.0,602000,2011
tt1536044,Paranormal Activity 2,Paranormal Activity 2,2010,91.0,Horror,5.7,93122.0,Paranormal Activity 2,Par.,84800000.0,92800000,2010
tt1536048,W.E.,W.E.,2011,119.0,"Drama,History,Romance",6.3,11314.0,W.E.,Wein.,583000.0,285000,2012
tt1538403,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,2013,130.0,"Action,Fantasy,Horror",5.9,121936.0,The Mortal Instruments: City of Bones,SGem,31200000.0,64200000,2013
tt1540011,Blair Witch,Blair Witch,2016,89.0,"Horror,Mystery,Thriller",5.0,36867.0,Blair Witch,LGF,20800000.0,24400000,2016
tt1540128,Playing for Keeps,Playing for Keeps,2012,105.0,"Comedy,Romance,Sport",5.7,27389.0,Playing for Keeps,FD,13100000.0,,2012
tt1540133,The Guard,The Guard,2011,96.0,"Comedy,Crime,Thriller",7.3,75183.0,The Guard,SPC,5400000.0,14200000,2011
tt1540813,Capital,Capital,2010,55.0,"Documentary,History,News",,,Capital,Cohen,102000.0,2400000,2013
tt1951166,Capital,Le capital,2012,114.0,Drama,6.5,4736.0,Capital,Cohen,102000.0,2400000,2013
tt3466724,Capital,Capital,2014,73.0,"Documentary,News",,,Capital,Cohen,102000.0,2400000,2013
tt1540814,Casino Jack and the United States of Money,Casino Jack and the United States of Money,2010,118.0,Documentary,7.1,1522.0,Casino Jack and the United States of Money,Magn.,177000.0,,2010
tt1541160,Flypaper,Flypaper,2011,87.0,"Comedy,Crime,Mystery",6.4,30352.0,Flypaper,IFC,5000.0,3100000,2011
tt1541995,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,2011,104.0,"Drama,History",6.1,3429.0,Snow Flower and the Secret Fan,FoxS,1300000.0,10000000,2011
tt1542344,127 Hours,127 Hours,2010,94.0,"Adventure,Biography,Drama",7.6,323949.0,127 Hours,FoxS,18300000.0,42400000,2010
tt1542852,Carancho,Carancho,2010,107.0,"Crime,Drama,Romance",6.9,7084.0,Carancho,Strand,85500.0,3900000,2011
tt1545759,Point Blank,À bout portant,2010,81.0,"Action,Crime,Drama",6.8,12706.0,Point Blank,Magn.,708000.0,8500000,2011
tt3735086,Point Blank,À Queima Roupa,2015,92.0,"Crime,Documentary,History",8.2,15.0,Point Blank,Magn.,708000.0,8500000,2011
tt1547234,Premium Rush,Premium Rush,2012,91.0,"Action,Crime,Thriller",6.5,105279.0,Premium Rush,Sony,20300000.0,10800000,2012
tt1549572,Another Earth,Another Earth,2011,92.0,"Drama,Romance,Sci-Fi",7.0,85839.0,Another Earth,FoxS,1300000.0,456000,2011
tt1549589,Elles,Elles,2011,99.0,Drama,5.6,5889.0,Elles,KL,158000.0,754000,2012
tt1549920,The Last Stand,The Last Stand,2013,107.0,"Action,Thriller",6.4,126623.0,The Last Stand,LGF,12100000.0,36300000,2013
tt8774508,The Last Stand,The Last Stand,2019,93.0,Drama,,,The Last Stand,LGF,12100000.0,36300000,2013
tt1550903,The Little Death,The Little Death,2010,75.0,Drama,6.0,41.0,The Little Death,Magn.,18200.0,,2015
tt2785032,The Little Death,The Little Death,2014,96.0,"Comedy,Drama,Romance",7.1,23607.0,The Little Death,Magn.,18200.0,,2015
tt8488276,The Little Death,The Little Death,2018,62.0,Documentary,,,The Little Death,Magn.,18200.0,,2015
tt1554091,A Better Life,A Better Life,2011,98.0,"Drama,Romance",7.2,14602.0,A Better Life,Sum.,1800000.0,,2011
tt2027265,A Better Life,Une vie meilleure,2011,110.0,Drama,6.6,1519.0,A Better Life,Sum.,1800000.0,,2011
tt1555064,Country Strong,Country Strong,2010,117.0,"Drama,Music",6.3,16296.0,Country Strong,SGem,20200000.0,310000,2010
tt1555069,Mary Queen of Scots,Mary Queen of Scots,2013,119.0,"Biography,Drama,History",5.5,753.0,Mary Queen of Scots,Focus,16500000.0,29900000,2018
tt2328900,Mary Queen of Scots,Mary Queen of Scots,2018,124.0,"Biography,Drama,History",6.3,23866.0,Mary Queen of Scots,Focus,16500000.0,29900000,2018
tt1555149,Elite Squad: The Enemy Within,Tropa de Elite 2: O Inimigo Agora é Outro,2010,115.0,"Action,Crime,Drama",8.0,75071.0,Elite Squad: The Enemy Within,Vari.,100000.0,62900000,2011
tt1555218,Wetlands,Marécages,2011,111.0,Drama,6.9,483.0,Wetlands,Strand,59500.0,10500000,2014
tt2524674,Wetlands,Feuchtgebiete,2013,109.0,"Comedy,Drama",5.8,10321.0,Wetlands,Strand,59500.0,10500000,2014
tt5565254,Wetlands,Wetlands,2017,98.0,"Crime,Drama,Thriller",4.2,253.0,Wetlands,Strand,59500.0,10500000,2014
tt1556190,Nostalgia for the Light,Nostalgia de la luz,2010,90.0,Documentary,7.6,4242.0,Nostalgia for the Light,Icar.,164000.0,13700,2011
tt1558250,GasLand,GasLand,2010,107.0,Documentary,7.7,9940.0,GasLand,WOW,30800.0,18600,2010
tt1559549,Restrepo,Restrepo,2010,93.0,"Documentary,War",7.5,20691.0,Restrepo,NGE,1300000.0,105000,2010
tt1560747,The Master,The Master,2012,138.0,Drama,7.1,131365.0,The Master,Wein.,16399999.0,11900000,2012
tt4273106,The Master,The Master,2014,86.0,"Action,History",4.8,54.0,The Master,Wein.,16399999.0,11900000,2012
tt1560985,The Devil Inside,The Devil Inside,2012,83.0,Horror,4.2,33522.0,The Devil Inside,Par.,53300000.0,48500000,2012
tt1562568,Higher Ground,Higher Ground,2011,109.0,Drama,6.3,2869.0,Higher Ground,SPC,842000.0,,2011
tt1562859,Golmaal 3,Golmaal 3,2010,155.0,"Action,Comedy",5.4,6616.0,Golmaal 3,Eros,1100000.0,935000,2010
tt1562872,Zindagi Na Milegi Dobara,Zindagi Na Milegi Dobara,2011,155.0,"Comedy,Drama",8.1,58912.0,Zindagi Na Milegi Dobara,Eros,3100000.0,,2011
tt1563738,One Day,One Day,2011,107.0,"Drama,Romance",7.0,128094.0,One Day,Focus,13800000.0,45500000,2011
tt1616203,One Day,You yi tian,2010,93.0,"Drama,Romance,Sci-Fi",6.0,436.0,One Day,Focus,13800000.0,45500000,2011
tt4051858,One Day,You yi tian,2014,90.0,Family,6.2,13.0,One Day,Focus,13800000.0,45500000,2011
tt6168298,One Day,One Day,2016,135.0,"Drama,Romance",7.8,1454.0,One Day,Focus,13800000.0,45500000,2011
tt6214734,One Day,One Day,2017,118.0,"Drama,Fantasy",6.6,269.0,One Day,Focus,13800000.0,45500000,2011
tt8274146,One Day,Egy nap,2018,99.0,Drama,7.2,501.0,One Day,Focus,13800000.0,45500000,2011
tt1564349,Dolphin Tale,Dolphin Tale,2011,113.0,"Drama,Family",6.9,20746.0,Dolphin Tale,WB,72300000.0,23100000,2011
tt1564585,Skyline,Skyline,2010,92.0,"Action,Sci-Fi,Thriller",4.4,83710.0,Skyline,Uni.,21400000.0,45400000,2010
tt1568338,Man on a Ledge,Man on a Ledge,2012,102.0,"Action,Adventure,Crime",6.6,137507.0,Man on a Ledge,LG/S,18600000.0,27600000,2012
tt1568346,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,2011,158.0,"Crime,Drama,Mystery",7.8,387580.0,The Girl with the Dragon Tattoo,MBox,10100000.0,94300000,2010
tt1568898,The Negotiation,The Negotiation,2019,80.0,"Horror,Thriller",,,The Negotiation,CJ,111000.0,,2018
tt6904272,The Negotiation,The Negotiation,2018,114.0,"Action,Crime,Thriller",6.5,926.0,The Negotiation,CJ,111000.0,,2018
tt9042690,The Negotiation,The Negotiation,2018,89.0,"Documentary,History,War",7.6,43.0,The Negotiation,CJ,111000.0,,2018
tt1568911,War Horse,War Horse,2011,146.0,"Drama,History,War",7.2,136447.0,War Horse,BV,79900000.0,97700000,2011
tt1568921,The Secret World of Arrietty,Kari-gurashi no Arietti,2010,94.0,"Adventure,Animation,Family",7.6,68266.0,The Secret World of Arrietty,BV,19200000.0,126400000,2012
tt1570728,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",2011,118.0,"Comedy,Drama,Romance",7.4,436830.0,"Crazy, Stupid, Love.",WB,84400000.0,58500000,2011
tt1570989,Tiny Furniture,Tiny Furniture,2010,98.0,"Comedy,Drama,Romance",6.2,13397.0,Tiny Furniture,IFC,392000.0,,2010
tt1571222,A Dangerous Method,A Dangerous Method,2011,99.0,"Biography,Drama,Romance",6.4,93259.0,A Dangerous Method,SPC,5700000.0,21800000,2011
tt1571234,Mortal Engines,Mortal Engines,2018,128.0,"Action,Adventure,Fantasy",6.1,70193.0,Mortal Engines,Uni.,16000000.0,67700000,2018
tt1571249,The Skeleton Twins,The Skeleton Twins,2014,93.0,"Comedy,Drama,Romance",6.8,36793.0,The Skeleton Twins,RAtt.,5300000.0,,2014
tt1572311,Tees Maar Khan,Tees Maar Khan,2010,135.0,"Comedy,Crime",2.6,10122.0,Tees Maar Khan,UTV,1100000.0,1400000,2010
tt1572315,Texas Chainsaw 3D,Texas Chainsaw 3D,2013,92.0,"Horror,Thriller",4.8,41784.0,Texas Chainsaw 3D,LGF,34300000.0,12900000,2013
tt1572491,The Last Circus,Balada triste de trompeta,2010,107.0,"Comedy,Drama,Horror",6.6,12183.0,The Last Circus,Magn.,40500.0,3200000,2011
tt1572501,Beast,Beast,2011,83.0,"Drama,Thriller",5.8,502.0,Beast,RAtt.,800000.0,,2018
tt4251006,Beast,Beast,2015,94.0,"Crime,Drama,Thriller",7.4,45.0,Beast,RAtt.,800000.0,,2018
tt5628302,Beast,Beast,2017,107.0,"Crime,Drama,Mystery",6.8,7174.0,Beast,RAtt.,800000.0,,2018
tt6463468,Beast,Beast,2018,60.0,"Drama,Mystery",5.7,13.0,Beast,RAtt.,800000.0,,2018
tt1573072,Housefull,Housefull,2010,144.0,Comedy,5.5,11089.0,Housefull,Eros,1200000.0,1200000,2010
tt1576702,Skin Trade,Skin Trade,2010,78.0,Documentary,8.8,31.0,Skin Trade,Magn.,1200.0,,2015
tt1641841,Skin Trade,Skin Trade,2014,96.0,"Action,Crime,Thriller",5.7,6942.0,Skin Trade,Magn.,1200.0,,2015
tt1578261,Break Ke Baad,Break Ke Baad,2010,118.0,"Comedy,Drama,Romance",5.2,3651.0,Break Ke Baad,Relbig.,428000.0,389000,2010
tt1578275,The Dilemma,The Dilemma,2011,111.0,"Comedy,Drama",5.3,48148.0,The Dilemma,Uni.,48500000.0,21200000,2011
tt1579361,Chasing Ice,Chasing Ice,2012,75.0,"Biography,Documentary",7.8,7729.0,Chasing Ice,SD,1300000.0,,2012
tt1582248,Puncture,Puncture,2011,100.0,"Biography,Drama",6.9,21540.0,Puncture,MNE,68900.0,,2011
tt1582271,The Good Doctor,The Good Doctor,2011,91.0,"Drama,Thriller",5.5,6006.0,The Good Doctor,Magn.,5200.0,,2012
tt1582524,Kedi,Kedi,2010,153.0,Action,4.9,222.0,Kedi,Osci.,2800000.0,,2017
tt4420704,Kedi,Kedi,2016,79.0,Documentary,7.7,10925.0,Kedi,Osci.,2800000.0,,2017
tt1583420,Larry Crowne,Larry Crowne,2011,98.0,"Comedy,Drama,Romance",6.1,58927.0,Larry Crowne,Uni.,35600000.0,36400000,2011
tt1583421,G.I. Joe: Retaliation,G.I. Joe: Retaliation,2013,110.0,"Action,Adventure,Sci-Fi",5.8,165536.0,G.I. Joe: Retaliation,Par.,122500000.0,253200000,2013
tt1583737,Unforgivable,Impardonnables,2011,111.0,Drama,5.8,692.0,Unforgivable,Strand,154000.0,1200000,2012
tt1584016,Catfish,Catfish,2010,87.0,"Documentary,Drama,Mystery",7.1,38656.0,Catfish,Rog.,3200000.0,242000,2010
tt1584131,The Last Godfather,The Last Godfather,2010,100.0,"Comedy,Crime,Romance",3.7,1071.0,The Last Godfather,RAtt.,164000.0,16600000,2011
tt1585558,Bodyguard,Bodyguard,2010,152.0,Comedy,6.7,740.0,Bodyguard,Relbig.,1800000.0,,2011
tt1729637,Bodyguard,Bodyguard,2011,130.0,"Action,Comedy,Romance",4.7,20318.0,Bodyguard,Relbig.,1800000.0,,2011
tt2100411,Bodyguard,Bodyguard,2012,150.0,"Action,Comedy",5.2,334.0,Bodyguard,Relbig.,1800000.0,,2011
tt5460508,Bodyguard,Bodyguard,2016,105.0,"Action,Drama,Thriller",6.2,2427.0,Bodyguard,Relbig.,1800000.0,,2011
tt1586265,What to Expect When You're Expecting,What to Expect When You're Expecting,2012,110.0,"Comedy,Drama,Romance",5.7,65890.0,What to Expect When You're Expecting,LGF,41200000.0,43200000,2012
tt1586752,Machine Gun Preacher,Machine Gun Preacher,2011,129.0,"Action,Biography,Crime",6.8,60074.0,Machine Gun Preacher,Rela.,539000.0,2800000,2011
tt1587310,Maleficent,Maleficent,2014,97.0,"Action,Adventure,Family",7.0,305832.0,Maleficent,BV,241400000.0,517100000,2014
tt1587707,Exit Through the Gift Shop,Exit Through the Gift Shop,2010,87.0,"Comedy,Crime,Documentary",8.0,58721.0,Exit Through the Gift Shop,PDA,3300000.0,2000000,2010
tt1588170,I Saw the Devil,Ang-ma-reul bo-at-da,2010,142.0,"Action,Crime,Drama",7.8,94029.0,I Saw the Devil,Magn.,129000.0,12600000,2011
tt1588173,Warm Bodies,Warm Bodies,2013,98.0,"Comedy,Horror,Romance",6.9,208709.0,Warm Bodies,LG/S,66400000.0,50600000,2013
tt1588334,"Jeff, Who Lives at Home","Jeff, Who Lives at Home",2011,83.0,"Comedy,Drama",6.5,60070.0,"Jeff, Who Lives at Home",ParV,4300000.0,148000,2012
tt1588337,Of Gods and Men,Des hommes et des dieux,2010,122.0,"Drama,History",7.2,13991.0,Of Gods and Men,SPC,4000000.0,38200000,2011
tt1588353,Bang Bang,Bang Bang,2011,102.0,Drama,7.6,45.0,Bang Bang,FIP,2500000.0,39500000,2014
tt2905838,Bang Bang,Bang Bang,2014,153.0,"Action,Adventure,Comedy",5.5,19878.0,Bang Bang,FIP,2500000.0,39500000,2014
tt1588875,How I Ended This Summer,Kak ya provyol etim letom,2010,130.0,Drama,7.0,6105.0,How I Ended This Summer,FM,8700.0,614000,2011
tt1588895,Uncle Boonmee Who Can Recall His Past Lives,Loong Boonmee raleuk chat,2010,114.0,"Drama,Fantasy",6.7,11717.0,Uncle Boonmee Who Can Recall His Past Lives,Strand,184000.0,946000,2011
tt1590013,The Last Sentence,Dom över död man,2012,126.0,"Biography,Drama",6.1,594.0,The Last Sentence,MBox,62500.0,265000,2014
tt1590024,"If I Want to Whistle, I Whistle","Eu cand vreau sa fluier, fluier",2010,94.0,Drama,7.2,5737.0,"If I Want to Whistle, I Whistle",FM,12100.0,220000,2011
tt1590157,Special Treatment,Sans queue ni tête,2010,95.0,"Comedy,Drama",5.6,501.0,Special Treatment,FRun,8900.0,286000,2011
tt1590193,The Commuter,The Commuter,2018,105.0,"Action,Mystery,Thriller",6.3,83114.0,The Commuter,LGF,36300000.0,83600000,2018
tt1591095,Insidious,Insidious,2010,103.0,"Horror,Mystery,Thriller",6.9,254197.0,Insidious,FD,54000000.0,43000000,2011
tt1591479,Act of Valor,Act of Valor,2012,110.0,"Action,Adventure,Drama",6.5,63787.0,Act of Valor,Rela.,70000000.0,11300000,2012
tt1592281,Take This Waltz,Take This Waltz,2011,116.0,"Comedy,Drama",6.6,25866.0,Take This Waltz,Magn.,1200000.0,,2012
tt1592525,Lockout,Lockout,2012,95.0,"Action,Sci-Fi,Thriller",6.1,89554.0,Lockout,FD,14300000.0,17900000,2012
tt1594562,The Innkeepers,The Innkeepers,2011,101.0,"Drama,Horror,Mystery",5.5,31089.0,The Innkeepers,Magn.,78400.0,,2012
tt1594972,Norm of the North,Norm of the North,2016,90.0,"Adventure,Animation,Comedy",3.6,7951.0,Norm of the North,LGF,17100000.0,,2016
tt1596343,Fast Five,Fast Five,2011,130.0,"Action,Crime,Thriller",7.3,329892.0,Fast Five,Uni.,209800000.0,416300000,2011
tt1596345,Pawn Sacrifice,Pawn Sacrifice,2014,115.0,"Biography,Drama,Sport",7.0,34942.0,Pawn Sacrifice,BST,2400000.0,3100000,2015
tt1596346,Soul Surfer,Soul Surfer,2011,112.0,"Biography,Drama,Family",7.1,41659.0,Soul Surfer,TriS,43900000.0,3200000,2011
tt1596350,This Means War,This Means War,2012,103.0,"Action,Comedy,Romance",6.3,167438.0,This Means War,Fox,54800000.0,101700000,2012
tt1596363,The Big Short,The Big Short,2015,130.0,"Biography,Comedy,Drama",7.8,309227.0,The Big Short,Par.,70300000.0,63200000,2015
tt1596365,The Woman in Black,The Woman in Black,2012,95.0,"Drama,Fantasy,Horror",6.4,165357.0,The Woman in Black,CBS,54300000.0,73400000,2012
tt1596753,Salinger,Salinger,2013,120.0,Documentary,6.7,2314.0,Salinger,Wein.,584000.0,67000,2013
tt1598642,Z for Zachariah,Z for Zachariah,2015,98.0,"Drama,Sci-Fi,Thriller",6.0,25429.0,Z for Zachariah,RAtt.,121000.0,,2015
tt1598778,Contagion,Contagion,2011,106.0,"Action,Drama,Thriller",6.6,201536.0,Contagion,WB,75700000.0,59800000,2011
tt1598822,New Year's Eve,New Year's Eve,2011,113.0,"Comedy,Romance",5.7,76656.0,New Year's Eve,WB (NL),54500000.0,87500000,2011
tt5222936,New Year's Eve,Xiao mie da xue sheng,2015,95.0,"Comedy,Thriller",,,New Year's Eve,WB (NL),54500000.0,87500000,2011
tt1599348,Safe House,Safe House,2012,115.0,"Action,Adventure,Crime",6.8,192655.0,Safe House,Uni.,126400000.0,81700000,2012
tt1599975,The Princess of Montpensier,La princesse de Montpensier,2010,139.0,"Action,Drama,History",6.4,3322.0,The Princess of Montpensier,IFC,352000.0,6400000,2011
tt1600195,Abduction,Abduction,2011,106.0,"Action,Mystery,Thriller",5.1,72552.0,Abduction,LGF,28100000.0,54000000,2011
tt2447982,Abduction,Abduction,2011,84.0,"Horror,Thriller",5.2,10.0,Abduction,LGF,28100000.0,54000000,2011
tt5943940,Abduction,Abduction,2017,90.0,"Action,Comedy,Drama",3.0,60.0,Abduction,LGF,28100000.0,54000000,2011
tt7867360,Abduction,Abduction,2019,106.0,"Action,Sci-Fi",6.1,1592.0,Abduction,LGF,28100000.0,54000000,2011
tt1600196,The Drop,The Drop,2014,106.0,"Crime,Drama",7.1,132161.0,The Drop,FoxS,10700000.0,7900000,2014
tt4745746,The Drop,The Drop,2015,50.0,Documentary,,,The Drop,FoxS,10700000.0,7900000,2014
tt1600207,The Eye of the Storm,The Eye of the Storm,2011,114.0,Drama,6.3,1440.0,The Eye of the Storm,SEG,83600.0,,2012
tt1600524,Heartbeats,Les amours imaginaires,2010,101.0,"Drama,Romance",7.2,24426.0,Heartbeats,IFC,68700.0,520000,2011
tt5281700,Heartbeats,Heartbeats,2017,107.0,"Comedy,Drama,Music",5.4,565.0,Heartbeats,IFC,68700.0,520000,2011
tt1601913,The Grey,The Grey,2011,117.0,"Action,Adventure,Drama",6.8,228798.0,The Grey,ORF,51600000.0,25700000,2012
tt1602098,Albert Nobbs,Albert Nobbs,2011,113.0,"Drama,Romance",6.7,22213.0,Albert Nobbs,RAtt.,3000000.0,2600000,2012
tt1602472,2 Days in New York,2 Days in New York,2012,96.0,"Comedy,Drama,Romance",6.0,13318.0,2 Days in New York,Magn.,633000.0,1000000,2012
tt1602613,Only God Forgives,Only God Forgives,2013,90.0,"Crime,Drama",5.7,100318.0,Only God Forgives,RTWC,779000.0,9900000,2013
tt1602620,Amour,Amour,2012,127.0,"Drama,Romance",7.9,84960.0,Amour,SPC,6700000.0,13100000,2012
tt1603257,ATM,ATM,2012,90.0,"Horror,Thriller",4.7,21608.0,ATM,IFC,3000.0,,2012
tt8216296,ATM,ATM,2015,121.0,"Action,Comedy,Drama",,,ATM,IFC,3000.0,,2012
tt1604171,Prom,Prom,2011,104.0,"Comedy,Drama,Family",5.4,14279.0,Prom,BV,10100000.0,,2011
tt1605630,American Reunion,American Reunion,2012,113.0,Comedy,6.7,192250.0,American Reunion,Uni.,57000000.0,178000000,2012
tt1605717,Frank,Frank,2014,95.0,"Comedy,Drama,Music",7.0,70130.0,Frank,Magn.,645000.0,,2014
tt1815706,Frank,Frank,2012,94.0,Drama,6.9,34.0,Frank,Magn.,645000.0,,2014
tt1605769,The Monk,Le moine,2011,101.0,"Drama,Mystery,Thriller",5.8,3530.0,The Monk,ATO,13500.0,794000,2013
tt3827494,The Monk,The Monk,2014,93.0,Drama,7.2,33.0,The Monk,ATO,13500.0,794000,2013
tt1605776,The Visit,The Visit,2010,90.0,"Comedy,Drama,Romance",8.3,7.0,The Visit,Uni.,65200000.0,33200000,2015
tt1901018,The Visit,The Visit,2010,50.0,Thriller,,,The Visit,Uni.,65200000.0,33200000,2015
tt2252032,The Visit,The Visit,2012,52.0,"Documentary,Drama",,,The Visit,Uni.,65200000.0,33200000,2015
tt3567288,The Visit,The Visit,2015,94.0,"Horror,Mystery,Thriller",6.2,102459.0,The Visit,Uni.,65200000.0,33200000,2015
tt1605777,The Woman in the Fifth,La femme du Vème,2011,84.0,"Drama,Mystery,Thriller",5.4,5581.0,The Woman in the Fifth,ATO,114000.0,,2012
